Microsoft,0.9579409416764975

Verizon,0.9474975615739822

UnitedHealth Group,0.9636365473270416

CVS Health,0.21489391289651394

Citi,0.5405229330062866

Bank of America,0.9437897503376007

Costco Wholesale,0.5572109669446945

McKesson,0.8545828610658646

Cardinal Health,0.9486936964094639

Microsoft,0.9579409267753363

Verizon,0.9475002884864807

UnitedHealth Group,0.9636333584785461

CVS Health,0.21492715552449226

Citi,0.5405269265174866

Bank of America,0.9437881112098694

Costco Wholesale,0.5572957098484039

McKesson,0.8545837849378586

Cardinal Health,0.9486940931528807

Wells Fargo,0.3463208042085171

Boeing,0.7939130365848541

Kroger,0.8326441943645477

HP,0.26748785376548767

The Home Depot,0.8326444029808044

Procter & Gamble,0.8996290862560272

Foxconn,0.9724695309996605

Shell,0.8747259974479675

DuPont,0.9359413087368011

Pfizer,0.3593674600124359

PepsiCo,0.8172158151865005

Facebook,0.8228374421596527

Johnson & Johnson,0.782374382019043

bp,0.8745016157627106

Comcast,0.9594850987195969

Intel Corporation,0.9347329325973988

The Walt Disney Company,0.9275933243334293

Goldman Sachs,0.7023529931902885

Samsung Electronics,0.9631787091493607

Total,0.5

Hewlett Packard Enterprise,0.9134796857833862

Lockheed Martin,0.9259845726191998

Morgan Stanley,0.6556976493448019

UPS,0.9422897100448608

Oracle,0.9820947051048279

Caterpillar Inc.,0.6226685419678688

AIG,0.2514925003051758

Valero Energy Corporation,0.1668572872877121

Toyota Motor Corporation,0.5

United States Postal Service,0.5034782737493515

Nestlé,0.6780669540166855

State Farm ®,0.7495914548635483

MetLife,0.9362892508506775

AXA,0.6231735274195671

The Coca-Cola Company,0.49026694148778915

Nike,0.8673608377575874

FedEx,0.9475968480110168

Schlumberger,0.927051518112421

Siemens,0.7325535826385021

Marathon Petroleum Corporation,0.6972678899765015

HCA Healthcare,0.8748241364955902

HSBC,0.9268571138381958

Bunge,0.9443285148590803

Huawei,0.9687056988477707

Abbott,0.8258401826024055

Humana,0.7023498006165028

Honeywell,0.13073944300413132

3M,0.26765547692775726

Merck,0.9274835586547852

Daimler AG,0.936589241027832

Prudential Financial,0.7906127572059631

Mondelēz International,0.8743783608078957

ConocoPhillips,0.621135376393795

Cigna,0.500023927539587

Petrobras,0.7495910227298737

Glencore,0.4930138662457466

United Technologies,0.17669988423585892

ADM,0.6362556964159012

Medtronic,0.951397567987442

Sysco,0.6211297959089279

BMW Group,0.4042380154132843

Macy's,0.6432875990867615

Northrop Grumman,0.8376942845061421

Banco Santander,0.6238830387592316

Capital One,0.26321618258953094

Best Buy,0.8674866110086441

Nissan Motor Corporation,0.791820764541626

Eni,0.6320610791444778

American Airlines,0.7067090719938278

Raytheon,0.8634179532527924

John Deere,0.8715410903096199

Carrefour,0.9163649678230286

Liberty Mutual Insurance,0.7023610062897205

The Kraft Heinz Company,0.7487508654594421

Allstate,0.5

Travelers,0.48136427998542786

Google,0.9577404856681824

U.S. Bank,0.7492290288209915

Northwestern Mutual,0.6378906778991222

Novartis,0.755768671631813

AbbVie,0.2740992456674576

Bosch,0.6393113629892468

Spectrum,0.0871930718421936

